char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_money,word_freq_mail,word_freq_email,word_freq_free,word_freq_free,word_freq_your,spam
0.13739409205404168,4.658385093167702,0.0,7.453416149068323,46.285714285714285,0.9597075177088886,1.8117123795404,9.855564995751912,63.40766152086907,3.90625,1.5957446808510638,0.0,13.833992094861662,37.41935483870967,13.721413721413722,15.5,9.102730819245773,32.460732984293195,26.89075630252101,6.906906906906908,13.721413721413722,0.0,2.263779527559055,2.263779527559055,14.961496149614964,1
0.0,0.0,0.0,0.0,0.0,0.0,2.0756115641215716,1.4443500424808835,1.0005717552887363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.8928326081978475,26.449275362318843,10.01177856301531,11.755233494363932,0.0,0.0,1.3690140845070422,2.293967714528462,6.203544882790166,0.0,0.0,0.0,26.48221343873518,0.0,13.92931392931393,0.0,0.0,0.0,0.0,0.0,13.92931392931393,0.0,0.0,0.0,0.0,1
6.4804213418823,5.538302277432711,0.0,0.0,5.0476190476190474,0.0,0.5527057079318014,2.7187765505522514,26.014865637507146,0.0,2.659574468085106,0.0,13.438735177865613,0.0,0.0,5.5,10.533159947984394,2.617801047120419,2.3109243697478994,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,9.265010351966874,0.0,19.484702093397747,7.333333333333332,0.0,0.9544848035581911,9.685641461342396,14.2652944539737,25.78125,0.0,10.79295154185022,39.130434782608695,0.0,4.98960498960499,0.0,6.371911573472041,0.0,0.0,7.357357357357357,4.98960498960499,11.11111111111111,4.822834645669292,4.822834645669292,10.891089108910892,1
1.0533547057476527,7.712215320910973,0.5889281507656066,0.322061191626409,0.0,0.015233452662045852,0.6968124536693847,3.9082412914188613,85.93481989708405,6.510416666666668,4.25531914893617,0.0,3.16205533596838,1.2903225806451613,2.494802494802495,0.0,3.5110533159947983,0.0,0.0,0.0,2.494802494802495,3.453453453453454,0.0,0.0,0.66006600660066,0
0.0,3.260869565217391,0.0,0.8741660915573959,0.0,0.0,0.4922164566345441,1.6992353440951569,18.467695826186393,2.0833333333333335,4.25531914893617,0.0,3.16205533596838,5.161290322580645,1.6632016632016633,8.5,2.2106631989596877,4.18848167539267,0.0,0.0,1.6632016632016633,0.0,0.7874015748031495,0.7874015748031495,12.541254125412541,0
0.0,6.625258799171843,0.0,14.147688060731541,2.380952380952381,0.0,0.40830244625648626,1.1045029736618521,5.317324185248713,32.03125,32.4468085106383,0.0,24.110671936758894,0.0,3.118503118503119,0.0,3.9011703511053315,0.0,0.0,4.504504504504505,3.118503118503119,34.83483483483483,2.952755905511811,2.952755905511811,11.881188118811881,1
0.0,0.0,0.0,0.0,0.0,0.0,0.4744255003706449,0.33984706881903143,0.22870211549456834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.892603618044424,2.2256728778467907,5.064782096584216,0.0,8.19047619047619,0.0,0.6407709414381023,1.6142735768903993,6.489422527158377,15.885416666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3003300330033003,0
0.0,2.380952380952381,40.164899882214364,0.0,0.0,0.2361185162617107,1.308524833209785,2.37892948173322,39.99428244711264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,3.3643892339544514,7.656065959952886,6.004140786749485,6.190476190476191,0.0,0.8569310600444774,4.672897196261682,4.545454545454546,10.15625,20.74468085106383,0.0,0.0,0.0,0.0,0.0,0.0,20.418848167539267,0.0,5.8558558558558556,0.0,5.8558558558558556,3.838582677165354,3.838582677165354,8.58085808580858,0
0.0,9.057971014492754,0.0,7.0623418449505415,16.666666666666664,0.10663416863432093,2.0569310600444775,56.83942225998301,34.705546026300745,5.208333333333334,47.87234042553192,4.405286343612334,19.762845849802375,51.61290322580645,16.632016632016633,10.0,10.403120936280883,0.0,0.0,3.0030030030030033,16.632016632016633,24.024024024024026,0.0,0.0,11.001100110011,1
1.9006182734142434,8.643892339544513,3.886925795053004,0.0,3.142857142857143,0.0,0.9521126760563381,2.7187765505522514,13.865065751858205,3.125,0.0,0.0,0.0,71.61290322580646,0.0,0.0,4.8114434330299085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64026402640264,0
0.0,0.0,0.0,2.875546353807224,0.0,0.0,0.37064492216456635,0.4248088360237892,1.1435105774728416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.031413612565444,0.0,0.0,0.0,0.0,0.0,0.0,7.150715071507151,0
47.01167849782459,100.0,7.067137809187278,0.0,0.0,0.0,1.8126019273535952,1.6992353440951569,16.952544311034877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.201560468140442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400440044004401,0
0.0,7.298136645962732,0.0,9.77685760294456,13.428571428571423,0.0,41.51223128243143,23.704333050127442,8.00457404230989,0.0,0.0,64.75770925110132,58.102766798418976,94.83870967741933,30.561330561330564,73.5,0.0,0.0,0.0,0.0,30.561330561330564,0.0,0.0,0.0,48.51485148514852,1
0.0,0.0,0.0,0.0,0.0,0.0,0.5337286879169756,0.5097706032285472,0.5145797598627787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2518891687657431,1.1387163561076605,0.0,0.0,2.0952380952380953,0.0,0.42194217939214235,1.6992353440951569,27.587192681532304,6.510416666666668,10.638297872340424,0.0,0.790513833992095,9.67741935483871,0.0,0.0,3.250975292587776,13.089005235602095,1.470588235294118,0.3003003003003003,0.0,0.0,0.4921259842519685,0.4921259842519685,0.22002200220022006,1
0.0,0.0,0.0,13.365539452495975,0.0,0.0,0.4788732394366197,0.33984706881903143,0.6003430531732419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,4.917184265010352,0.0,17.276282493673797,24.285714285714285,0.723589001447178,1.2343958487768718,7.1367884451996595,20.354488279016582,2.0833333333333335,12.76595744680851,0.0,3.16205533596838,0.0,10.187110187110187,4.0,7.412223667100129,47.12041884816754,0.0,17.117117117117115,10.187110187110187,4.804804804804805,0.0,0.0,12.541254125412541,1
0.0,7.712215320910973,0.0,3.4276512537382104,0.0,0.0,0.43943661971830983,0.8496176720475784,1.2292738707833049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.273081924577372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,15.476190476190476,0.0,0.0,0.0,1.515728539873562,0.7309117865085248,2.37892948173322,3.03030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.81512605042017,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,35.14492753623189,0.0,0.0,0.0,0.0,0.4851000741289845,0.5097706032285472,2.058319039451115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71261378413524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0
0.0,10.248447204968945,0.0,0.0,0.0,0.0,0.4652335063009637,0.594732370433305,3.2304173813607777,0.0,43.61702127659575,0.0,0.0,0.0,0.0,0.0,15.99479843953186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,23.136645962732917,0.0,2.80653324131585,27.14285714285714,0.0,1.1012601927353594,1.6142735768903993,8.176100628930818,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.362808842652795,12.565445026178011,0.0,0.0,0.0,0.0,0.0,0.0,23.762376237623762,0
0.0,0.0,0.0,16.195077064642284,0.0,0.0,0.2965159377316531,0.08496176720475786,0.2858776443682104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,6.832298136645964,0.0,12.215320910973087,0.0,0.0,0.859896219421794,2.37892948173322,2.4871355060034306,0.0,0.0,0.0,0.0,58.70967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.253025302530254,1
2.198305472864667,12.111801242236025,0.0,8.235564757303887,24.857142857142858,0.8378398964125218,1.055596738324685,4.587935429056924,27.9874213836478,6.770833333333334,13.829787234042554,1.7621145374449338,41.10671936758894,33.54838709677419,32.432432432432435,13.0,8.972691807542262,8.900523560209425,1.680672268907563,5.105105105105105,32.432432432432435,0.0,8.464566929133857,8.464566929133857,14.301430143014302,1
0.0,0.0,0.0,0.0,0.0,0.0,0.493995552260934,0.4248088360237892,0.5717552887364208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,18.857142857142858,0.0,1.2542624166048926,2.1240441801189465,1.5723270440251573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.775032509752926,0.0,0.0,19.36936936936937,0.0,0.0,0.0,0.0,57.0957095709571,1
0.0,0.0,0.0,0.0,0.0,0.0,0.2965159377316531,0.08496176720475786,0.17152658662092624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,4.761904761904762,0.0,7.453416149068323,0.0,0.0,2.1850259451445515,4.4180118946474085,9.691252144082332,41.92708333333334,0.0,23.568281938325992,10.276679841897234,16.774193548387096,0.0,0.0,10.403120936280883,0.0,0.0,3.903903903903904,0.0,24.174174174174173,0.0,0.0,14.741474147414742,1
0.3434852301351042,7.039337474120083,1.7667844522968195,0.0,1.4285714285714286,0.0,0.4851000741289845,1.5293118096856415,15.065751858204687,2.604166666666667,5.319148936170212,0.0,15.810276679841898,0.0,0.0,5.0,10.403120936280883,0.0,0.0,0.0,0.0,1.5015015015015016,0.0,0.0,0.0,0
0.0,15.734989648033126,0.0,0.0,34.76190476190476,0.0,0.8942920681986657,0.8496176720475784,5.345911949685535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.130890052356023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,31.095406360424032,23.234414538762373,37.80952380952381,0.25135196892375655,0.9485544848035581,4.75785896346644,29.817038307604342,15.885416666666668,15.95744680851064,8.810572687224669,3.9525691699604746,91.61290322580643,16.839916839916842,5.0,6.501950585175552,0.0,0.0,4.504504504504505,16.839916839916842,16.666666666666668,0.984251968503937,0.984251968503937,22.332233223322326,1
0.0,25.5175983436853,23.2037691401649,9.063722107200368,0.0,3.0009901744230323,1.0487768717568569,1.869158878504673,6.775300171526586,0.0,0.0,0.0,0.0,0.0,23.284823284823286,0.0,0.0,0.0,0.0,0.0,23.284823284823286,0.0,0.0,0.0,6.16061606160616,1
0.0,5.434782608695652,0.0,0.0,10.0,0.7997562647574071,0.7575982209043737,1.0195412064570943,1.9725557461406518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.140814081408141,0
0.0,13.768115942028988,0.0,14.285714285714288,76.0952380952381,0.6702719171300175,10.86493699036323,12.574341546304163,14.665523156089193,12.239583333333336,25.0,10.352422907488986,0.0,0.0,49.48024948024948,0.0,12.35370611183355,24.60732984293194,0.0,0.0,49.48024948024948,0.0,0.0,0.0,0.0,1
0.0,5.175983436853003,0.0,0.0,0.0,0.0,0.7679762787249814,5.862361937128293,11.034877072612922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.161248374512353,0.0,0.0,0.0,0.0,9.75975975975976,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.4465530022238695,0.9345794392523366,3.2304173813607777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,4.917184265010352,0.0,3.634690591212331,6.0,0.0,0.5930318754633062,2.6338147833474936,4.459691252144082,0.0,54.25531914893618,0.0,7.905138339920949,25.806451612903224,12.681912681912683,0.0,29.258777633289984,0.0,0.0,3.0030030030030033,12.681912681912683,0.0,0.0,0.0,11.221122112211221,1
0.8243645523242502,7.608695652173912,0.0,3.3816425120772946,0.0,0.0,0.7670867309117866,4.672897196261682,8.061749571183533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.120936280884265,0.0,0.0,0.0,0.0,7.357357357357357,4.822834645669292,4.822834645669292,13.531353135313532,0
0.0,0.0,0.0,0.0,0.0,0.0,0.2965159377316531,0.08496176720475786,0.20011435105774728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,3.0086069007540557,0.6917716827279466,0.6796941376380629,3.401943967981704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.7325395008014657,11.801242236024846,3.769140164899882,0.0,2.0,0.0,0.8984432913269089,3.8232795242141036,20.182961692395654,1.822916666666667,3.72340425531915,0.0,0.0,47.74193548387097,0.0,0.0,2.860858257477243,0.0,1.470588235294118,0.0,0.0,1.0510510510510511,0.0,0.0,2.42024202420242,0
0.0,5.745341614906832,0.0,11.295146077754772,15.047619047619047,0.11425089496534388,2.535211267605634,56.83942225998301,38.62206975414522,20.833333333333336,42.553191489361694,11.013215859030836,0.0,51.61290322580645,2.079002079002079,15.0,9.102730819245773,15.706806282722514,0.0,1.5015015015015016,2.079002079002079,16.666666666666668,0.984251968503937,0.984251968503937,7.700770077007701,1
0.0,9.627329192546584,0.0,4.278812974465149,17.714285714285715,0.0,1.1860637509266123,1.9541206457094307,2.4013722126929675,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,3.8302277432712217,35.10011778563015,0.0,0.0,0.5636377484956966,1.2655300222386952,2.37892948173322,8.176100628930818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.2965159377316531,0.08496176720475786,0.08576329331046312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,4.037267080745342,0.0,9.960892569588221,41.23809523809523,0.0,0.7237954040029652,1.6142735768903993,7.1183533447684395,19.791666666666668,0.0,11.013215859030836,19.762845849802375,0.0,20.997920997921,0.0,3.250975292587776,79.58115183246073,0.0,0.0,20.997920997921,22.822822822822822,0.0,0.0,16.72167216721672,1
3.32035722463934,11.231884057971012,0.0,0.0,0.0,0.0,0.4409191994069681,0.6796941376380629,1.7438536306460835,21.875,0.0,0.0,0.0,0.0,0.0,0.0,21.846553966189855,0.0,0.0,0.0,0.0,6.306306306306306,4.133858267716535,4.133858267716535,4.62046204620462,0
0.0,2.380952380952381,0.0,3.2206119162640907,0.0,1.0663416863432098,1.4505559673832464,11.809685641461343,7.833047455688966,7.552083333333332,15.425531914893616,6.387665198237885,11.462450592885375,0.0,0.0,28.999999999999996,11.31339401820546,0.0,0.0,8.708708708708707,0.0,4.354354354354354,8.562992125984252,8.562992125984252,31.903190319031907,1
0.2289901534234028,2.5879917184265016,0.0,0.2300437083045779,15.428571428571427,0.0,0.5319495922905856,1.0195412064570943,12.978845054316754,37.76041666666667,18.085106382978726,1.1013215859030836,1.9762845849802373,3.225806451612903,1.0395010395010396,2.5,6.762028608582574,15.183246073298427,1.050420168067227,0.7507507507507508,1.0395010395010396,0.7507507507507508,0.0,0.0,11.44114411441144,1
0.0,0.0,0.0,0.0,0.0,0.0,0.2965159377316531,0.08496176720475786,0.1429388221841052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.2965159377316531,0.08496176720475786,0.1429388221841052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,74.18909592822637,0.0,0.0,0.2965159377316531,0.08496176720475786,0.11435105774728417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.633386764369132,8.954451345755695,4.829210836277973,0.0,1.5238095238095237,0.0,0.8459599703484063,3.9932030586236196,25.61463693539165,0.0,0.0,0.0,0.0,34.193548387096776,0.0,0.0,2.9908972691807545,0.0,0.0,0.0,0.0,0.7507507507507508,0.0,0.0,1.8701870187018705,0
0.0,1.8633540372670812,0.0,0.8281573498964805,17.523809523809522,0.0,0.6748702742772423,5.607476635514018,7.289879931389366,18.75,25.53191489361702,0.0,0.0,15.483870967741934,0.0,24.0,3.120936280884265,0.0,0.0,3.6036036036036037,0.0,3.6036036036036037,4.724409448818897,4.724409448818897,15.951595159515954,1
1.0075566750629723,3.053830227743271,0.0,13.595583160800551,0.0,0.0,0.9725722757598221,2.6338147833474936,22.041166380789022,9.895833333333334,0.0,0.0,3.5573122529644277,0.0,3.95010395010395,19.0,2.47074122236671,0.0,0.0,0.0,3.95010395010395,0.0,6.496062992125984,6.496062992125984,15.621562156215623,1
1.2136478131440347,13.716356107660456,0.0,0.0,0.0,0.0,0.45752409191994076,1.1045029736618521,2.5157232704402515,47.13541666666667,0.0,0.0,0.0,0.0,7.484407484407485,0.0,4.6814044213263974,0.0,0.0,0.0,7.484407484407485,0.0,0.0,0.0,3.9603960396039604,1
6.984199679413786,31.625258799171846,0.0,35.17368299976996,0.0,0.0,1.630837657524092,1.869158878504673,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,2.5534851621808143,0.0,0.0,0.6324684951816161,0.594732370433305,0.9148084619782734,52.08333333333334,0.0,0.0,26.086956521739136,0.0,0.0,0.0,26.00780234070221,69.63350785340315,0.0,0.0,0.0,100.0,0.0,0.0,14.631463146314632,1
0.0,0.0,0.0,0.0,0.0,0.0,1.745885841363973,2.463891248937978,1.515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.00780234070221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.008800880088,0
1.5342340279367987,3.4679089026915118,0.0,0.0,0.0,0.0,0.5871015567086731,5.0127442650807135,5.831903945111493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.130890052356023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,6.780538302277433,0.0,0.0,0.0,0.0,0.5159377316530763,0.9345794392523366,1.343624928530589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.460946094609461,0
0.0,0.0,0.0,6.234184495054063,2.2857142857142856,0.37321959022012335,1.6928094885100073,12.659303313508921,28.073184676958263,8.333333333333334,0.0,3.5242290748898677,0.0,0.0,9.97920997920998,8.0,0.0,8.37696335078534,0.0,0.0,9.97920997920998,12.012012012012013,1.574803149606299,1.574803149606299,7.040704070407042,1
0.0,21.428571428571427,0.0,2.3694501955371523,0.0,0.0,0.5930318754633062,1.0195412064570943,2.687249857061178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.542262678803641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,6.314699792960663,0.0,0.0,0.0,0.0,0.5292809488510007,1.5293118096856415,2.144082332761578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.348504551365412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,5.797101449275362,0.0,24.062571888658848,3.523809523809524,0.0,1.1925871015567089,8.241291418861513,15.523156089193826,5.989583333333334,0.0,0.0,0.0,14.838709677419354,4.781704781704782,11.5,24.7074122236671,0.0,0.0,0.0,4.781704781704782,0.0,2.263779527559055,2.263779527559055,13.091309130913091,1
0.0,0.0,0.0,34.52956061651714,0.0,0.0,0.8234247590808006,5.182667799490229,5.717552887364209,11.71875,0.0,0.0,0.0,0.0,0.0,0.0,5.851755526657997,0.0,0.0,0.0,0.0,13.663663663663664,4.429133858267717,4.429133858267717,14.961496149614964,1
0.4350812915044653,21.428571428571427,0.0,0.09201748332183116,0.0,0.0,0.7095626389918458,3.3984706881903137,51.315037164093766,0.0,0.0,0.0,2.7667984189723325,0.0,2.9106029106029108,1.5,10.01300390117035,3.664921465968587,0.6302521008403361,0.0,2.9106029106029108,2.7027027027027026,0.0,0.0,2.75027502750275,0
0.0,36.43892339544514,0.0,0.0,0.0,0.0,0.42342475908080063,0.33984706881903143,0.2858776443682104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
